sample_id	ProlifHubScore	HepLossScore	HCCStateScore	title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	treatment_protocol_ch1	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	data_processing	platform_id	contact_name	contact_email	contact_phone	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	supplementary_file	data_row_count	tissue:ch1	tissue	accession	role	etiology
GSM3083674	0.04530441020778192	-0.3263568651478289	0.37166127535561083	LC148T	GSM3083674	Public on Jan 03 2019	Apr 06 2018	Jan 03 2019	RNA	1	Human liver cancer #LC148, tumorous tissue	Homo sapiens	tissue: liver cancer tumorous tissue	Tissue samples were stored in RNAlater (Thermo Fisher Scientific) at -80°C immediately after dissected.	total RNA	Total RNA was extracted from tissue specimens by using RNeasy Protect Mini Kit (QIAGEN). Contaminating DNA was removed by digestion with RNase-Free DNase Set (QIAGEN). The RNA Integrity Number (RIN) of all the samples was confirmed to be greated than 7.0 by using 2100 Bioanalyzer (Agilent Technologies).	biotin	Amplified RNA was prepared by using 3' IVT Express Kit (Affymetrix).	9606	Hybridization and signal detection of HG-U133 Plus 2.0 arrays (Affymetrix) were performed following the manufacturer's instruction by using the Affymetrix Fluidics Station 450.	GeneChips were scanned with Affymetrix GeneChip Scanner 3000.	The microarray data of 152 tumorous and 91 adjacent liver tissues from HCC patients as well as 14 normal liver were normalized by robust multichip analysis (RMA) using affy package in R/Bioconductor.	GPL570	Kaoru,,Mogushi	mogushi-k@umin.ac.jp	+81-3-5803-5184	Department of Molecular Oncology	Tokyo Medical and Dental University	1-5-45 Yushima	Bunkyo-ku	Tokyo	113-8519	Japan	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3083nnn/GSM3083674/suppl/GSM3083674_LC148T.CEL.gz	54613	liver cancer tumorous tissue	tumor	GSE112790	added_external_validation_tumor_heavy	mixed
GSM3083675	0.7167980215104742	-0.5842557085819069	1.3010537300923812	LC149T	GSM3083675	Public on Jan 03 2019	Apr 06 2018	Jan 03 2019	RNA	1	Human liver cancer #LC149, tumorous tissue	Homo sapiens	tissue: liver cancer tumorous tissue	Tissue samples were stored in RNAlater (Thermo Fisher Scientific) at -80°C immediately after dissected.	total RNA	Total RNA was extracted from tissue specimens by using RNeasy Protect Mini Kit (QIAGEN). Contaminating DNA was removed by digestion with RNase-Free DNase Set (QIAGEN). The RNA Integrity Number (RIN) of all the samples was confirmed to be greated than 7.0 by using 2100 Bioanalyzer (Agilent Technologies).	biotin	Amplified RNA was prepared by using 3' IVT Express Kit (Affymetrix).	9606	Hybridization and signal detection of HG-U133 Plus 2.0 arrays (Affymetrix) were performed following the manufacturer's instruction by using the Affymetrix Fluidics Station 450.	GeneChips were scanned with Affymetrix GeneChip Scanner 3000.	The microarray data of 152 tumorous and 91 adjacent liver tissues from HCC patients as well as 14 normal liver were normalized by robust multichip analysis (RMA) using affy package in R/Bioconductor.	GPL570	Kaoru,,Mogushi	mogushi-k@umin.ac.jp	+81-3-5803-5184	Department of Molecular Oncology	Tokyo Medical and Dental University	1-5-45 Yushima	Bunkyo-ku	Tokyo	113-8519	Japan	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3083nnn/GSM3083675/suppl/GSM3083675_LC149T.CEL.gz	54613	liver cancer tumorous tissue	tumor	GSE112790	added_external_validation_tumor_heavy	mixed
GSM3083676	0.5759049155770196	-0.5243622020627107	1.1002671176397303	LC150T	GSM3083676	Public on Jan 03 2019	Apr 06 2018	Jan 03 2019	RNA	1	Human liver cancer #LC150, tumorous tissue	Homo sapiens	tissue: liver cancer tumorous tissue	Tissue samples were stored in RNAlater (Thermo Fisher Scientific) at -80°C immediately after dissected.	total RNA	Total RNA was extracted from tissue specimens by using RNeasy Protect Mini Kit (QIAGEN). Contaminating DNA was removed by digestion with RNase-Free DNase Set (QIAGEN). The RNA Integrity Number (RIN) of all the samples was confirmed to be greated than 7.0 by using 2100 Bioanalyzer (Agilent Technologies).	biotin	Amplified RNA was prepared by using 3' IVT Express Kit (Affymetrix).	9606	Hybridization and signal detection of HG-U133 Plus 2.0 arrays (Affymetrix) were performed following the manufacturer's instruction by using the Affymetrix Fluidics Station 450.	GeneChips were scanned with Affymetrix GeneChip Scanner 3000.	The microarray data of 152 tumorous and 91 adjacent liver tissues from HCC patients as well as 14 normal liver were normalized by robust multichip analysis (RMA) using affy package in R/Bioconductor.	GPL570	Kaoru,,Mogushi	mogushi-k@umin.ac.jp	+81-3-5803-5184	Department of Molecular Oncology	Tokyo Medical and Dental University	1-5-45 Yushima	Bunkyo-ku	Tokyo	113-8519	Japan	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3083nnn/GSM3083676/suppl/GSM3083676_LC150T.CEL.gz	54613	liver cancer tumorous tissue	tumor	GSE112790	added_external_validation_tumor_heavy	mixed
GSM3083677	0.32301956069886706	-0.5874439331226008	0.9104634938214679	LC151T	GSM3083677	Public on Jan 03 2019	Apr 06 2018	Jan 03 2019	RNA	1	Human liver cancer #LC151, tumorous tissue	Homo sapiens	tissue: liver cancer tumorous tissue	Tissue samples were stored in RNAlater (Thermo Fisher Scientific) at -80°C immediately after dissected.	total RNA	Total RNA was extracted from tissue specimens by using RNeasy Protect Mini Kit (QIAGEN). Contaminating DNA was removed by digestion with RNase-Free DNase Set (QIAGEN). The RNA Integrity Number (RIN) of all the samples was confirmed to be greated than 7.0 by using 2100 Bioanalyzer (Agilent Technologies).	biotin	Amplified RNA was prepared by using 3' IVT Express Kit (Affymetrix).	9606	Hybridization and signal detection of HG-U133 Plus 2.0 arrays (Affymetrix) were performed following the manufacturer's instruction by using the Affymetrix Fluidics Station 450.	GeneChips were scanned with Affymetrix GeneChip Scanner 3000.	The microarray data of 152 tumorous and 91 adjacent liver tissues from HCC patients as well as 14 normal liver were normalized by robust multichip analysis (RMA) using affy package in R/Bioconductor.	GPL570	Kaoru,,Mogushi	mogushi-k@umin.ac.jp	+81-3-5803-5184	Department of Molecular Oncology	Tokyo Medical and Dental University	1-5-45 Yushima	Bunkyo-ku	Tokyo	113-8519	Japan	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3083nnn/GSM3083677/suppl/GSM3083677_LC151T.CEL.gz	54613	liver cancer tumorous tissue	tumor	GSE112790	added_external_validation_tumor_heavy	mixed
GSM3083678	0.18510594652730578	-0.19405565580787337	0.37916160233517915	LC152T	GSM3083678	Public on Jan 03 2019	Apr 06 2018	Jan 03 2019	RNA	1	Human liver cancer #LC152, tumorous tissue	Homo sapiens	tissue: liver cancer tumorous tissue	Tissue samples were stored in RNAlater (Thermo Fisher Scientific) at -80°C immediately after dissected.	total RNA	Total RNA was extracted from tissue specimens by using RNeasy Protect Mini Kit (QIAGEN). Contaminating DNA was removed by digestion with RNase-Free DNase Set (QIAGEN). The RNA Integrity Number (RIN) of all the samples was confirmed to be greated than 7.0 by using 2100 Bioanalyzer (Agilent Technologies).	biotin	Amplified RNA was prepared by using 3' IVT Express Kit (Affymetrix).	9606	Hybridization and signal detection of HG-U133 Plus 2.0 arrays (Affymetrix) were performed following the manufacturer's instruction by using the Affymetrix Fluidics Station 450.	GeneChips were scanned with Affymetrix GeneChip Scanner 3000.	The microarray data of 152 tumorous and 91 adjacent liver tissues from HCC patients as well as 14 normal liver were normalized by robust multichip analysis (RMA) using affy package in R/Bioconductor.	GPL570	Kaoru,,Mogushi	mogushi-k@umin.ac.jp	+81-3-5803-5184	Department of Molecular Oncology	Tokyo Medical and Dental University	1-5-45 Yushima	Bunkyo-ku	Tokyo	113-8519	Japan	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3083nnn/GSM3083678/suppl/GSM3083678_LC152T.CEL.gz	54613	liver cancer tumorous tissue	tumor	GSE112790	added_external_validation_tumor_heavy	mixed
GSM3083679	-1.2465628455742692	2.123306547395812	-3.3698693929700814	LC153T	GSM3083679	Public on Jan 03 2019	Apr 06 2018	Jan 03 2019	RNA	1	Human liver cancer #LC153, tumorous tissue	Homo sapiens	tissue: liver cancer tumorous tissue	Tissue samples were stored in RNAlater (Thermo Fisher Scientific) at -80°C immediately after dissected.	total RNA	Total RNA was extracted from tissue specimens by using RNeasy Protect Mini Kit (QIAGEN). Contaminating DNA was removed by digestion with RNase-Free DNase Set (QIAGEN). The RNA Integrity Number (RIN) of all the samples was confirmed to be greated than 7.0 by using 2100 Bioanalyzer (Agilent Technologies).	biotin	Amplified RNA was prepared by using 3' IVT Express Kit (Affymetrix).	9606	Hybridization and signal detection of HG-U133 Plus 2.0 arrays (Affymetrix) were performed following the manufacturer's instruction by using the Affymetrix Fluidics Station 450.	GeneChips were scanned with Affymetrix GeneChip Scanner 3000.	The microarray data of 152 tumorous and 91 adjacent liver tissues from HCC patients as well as 14 normal liver were normalized by robust multichip analysis (RMA) using affy package in R/Bioconductor.	GPL570	Kaoru,,Mogushi	mogushi-k@umin.ac.jp	+81-3-5803-5184	Department of Molecular Oncology	Tokyo Medical and Dental University	1-5-45 Yushima	Bunkyo-ku	Tokyo	113-8519	Japan	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3083nnn/GSM3083679/suppl/GSM3083679_LC153T.CEL.gz	54613	liver cancer tumorous tissue	tumor	GSE112790	added_external_validation_tumor_heavy	mixed
GSM3083680	-0.16566043054066876	0.3004011982632768	-0.4660616288039456	LC154T	GSM3083680	Public on Jan 03 2019	Apr 06 2018	Jan 03 2019	RNA	1	Human liver cancer #LC154, tumorous tissue	Homo sapiens	tissue: liver cancer tumorous tissue	Tissue samples were stored in RNAlater (Thermo Fisher Scientific) at -80°C immediately after dissected.	total RNA	Total RNA was extracted from tissue specimens by using RNeasy Protect Mini Kit (QIAGEN). Contaminating DNA was removed by digestion with RNase-Free DNase Set (QIAGEN). The RNA Integrity Number (RIN) of all the samples was confirmed to be greated than 7.0 by using 2100 Bioanalyzer (Agilent Technologies).	biotin	Amplified RNA was prepared by using 3' IVT Express Kit (Affymetrix).	9606	Hybridization and signal detection of HG-U133 Plus 2.0 arrays (Affymetrix) were performed following the manufacturer's instruction by using the Affymetrix Fluidics Station 450.	GeneChips were scanned with Affymetrix GeneChip Scanner 3000.	The microarray data of 152 tumorous and 91 adjacent liver tissues from HCC patients as well as 14 normal liver were normalized by robust multichip analysis (RMA) using affy package in R/Bioconductor.	GPL570	Kaoru,,Mogushi	mogushi-k@umin.ac.jp	+81-3-5803-5184	Department of Molecular Oncology	Tokyo Medical and Dental University	1-5-45 Yushima	Bunkyo-ku	Tokyo	113-8519	Japan	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3083nnn/GSM3083680/suppl/GSM3083680_LC154T.CEL.gz	54613	liver cancer tumorous tissue	tumor	GSE112790	added_external_validation_tumor_heavy	mixed
GSM3083681	1.1268435231677194	-0.6067244669043547	1.733567990072074	LC155T	GSM3083681	Public on Jan 03 2019	Apr 06 2018	Jan 03 2019	RNA	1	Human liver cancer #LC155, tumorous tissue	Homo sapiens	tissue: liver cancer tumorous tissue	Tissue samples were stored in RNAlater (Thermo Fisher Scientific) at -80°C immediately after dissected.	total RNA	Total RNA was extracted from tissue specimens by using RNeasy Protect Mini Kit (QIAGEN). Contaminating DNA was removed by digestion with RNase-Free DNase Set (QIAGEN). The RNA Integrity Number (RIN) of all the samples was confirmed to be greated than 7.0 by using 2100 Bioanalyzer (Agilent Technologies).	biotin	Amplified RNA was prepared by using 3' IVT Express Kit (Affymetrix).	9606	Hybridization and signal detection of HG-U133 Plus 2.0 arrays (Affymetrix) were performed following the manufacturer's instruction by using the Affymetrix Fluidics Station 450.	GeneChips were scanned with Affymetrix GeneChip Scanner 3000.	The microarray data of 152 tumorous and 91 adjacent liver tissues from HCC patients as well as 14 normal liver were normalized by robust multichip analysis (RMA) using affy package in R/Bioconductor.	GPL570	Kaoru,,Mogushi	mogushi-k@umin.ac.jp	+81-3-5803-5184	Department of Molecular Oncology	Tokyo Medical and Dental University	1-5-45 Yushima	Bunkyo-ku	Tokyo	113-8519	Japan	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3083nnn/GSM3083681/suppl/GSM3083681_LC155T.CEL.gz	54613	liver cancer tumorous tissue	tumor	GSE112790	added_external_validation_tumor_heavy	mixed
GSM3083682	-1.915519646949992	2.012417878423201	-3.927937525373193	LC156T	GSM3083682	Public on Jan 03 2019	Apr 06 2018	Jan 03 2019	RNA	1	Human liver cancer #LC156, tumorous tissue	Homo sapiens	tissue: liver cancer tumorous tissue	Tissue samples were stored in RNAlater (Thermo Fisher Scientific) at -80°C immediately after dissected.	total RNA	Total RNA was extracted from tissue specimens by using RNeasy Protect Mini Kit (QIAGEN). Contaminating DNA was removed by digestion with RNase-Free DNase Set (QIAGEN). The RNA Integrity Number (RIN) of all the samples was confirmed to be greated than 7.0 by using 2100 Bioanalyzer (Agilent Technologies).	biotin	Amplified RNA was prepared by using 3' IVT Express Kit (Affymetrix).	9606	Hybridization and signal detection of HG-U133 Plus 2.0 arrays (Affymetrix) were performed following the manufacturer's instruction by using the Affymetrix Fluidics Station 450.	GeneChips were scanned with Affymetrix GeneChip Scanner 3000.	The microarray data of 152 tumorous and 91 adjacent liver tissues from HCC patients as well as 14 normal liver were normalized by robust multichip analysis (RMA) using affy package in R/Bioconductor.	GPL570	Kaoru,,Mogushi	mogushi-k@umin.ac.jp	+81-3-5803-5184	Department of Molecular Oncology	Tokyo Medical and Dental University	1-5-45 Yushima	Bunkyo-ku	Tokyo	113-8519	Japan	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3083nnn/GSM3083682/suppl/GSM3083682_LC156T.CEL.gz	54613	liver cancer tumorous tissue	tumor	GSE112790	added_external_validation_tumor_heavy	mixed
GSM3083683	0.8484706451757362	-0.42091963004518596	1.269390275220922	LC157T	GSM3083683	Public on Jan 03 2019	Apr 06 2018	Jan 03 2019	RNA	1	Human liver cancer #LC157, tumorous tissue	Homo sapiens	tissue: liver cancer tumorous tissue	Tissue samples were stored in RNAlater (Thermo Fisher Scientific) at -80°C immediately after dissected.	total RNA	Total RNA was extracted from tissue specimens by using RNeasy Protect Mini Kit (QIAGEN). Contaminating DNA was removed by digestion with RNase-Free DNase Set (QIAGEN). The RNA Integrity Number (RIN) of all the samples was confirmed to be greated than 7.0 by using 2100 Bioanalyzer (Agilent Technologies).	biotin	Amplified RNA was prepared by using 3' IVT Express Kit (Affymetrix).	9606	Hybridization and signal detection of HG-U133 Plus 2.0 arrays (Affymetrix) were performed following the manufacturer's instruction by using the Affymetrix Fluidics Station 450.	GeneChips were scanned with Affymetrix GeneChip Scanner 3000.	The microarray data of 152 tumorous and 91 adjacent liver tissues from HCC patients as well as 14 normal liver were normalized by robust multichip analysis (RMA) using affy package in R/Bioconductor.	GPL570	Kaoru,,Mogushi	mogushi-k@umin.ac.jp	+81-3-5803-5184	Department of Molecular Oncology	Tokyo Medical and Dental University	1-5-45 Yushima	Bunkyo-ku	Tokyo	113-8519	Japan	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3083nnn/GSM3083683/suppl/GSM3083683_LC157T.CEL.gz	54613	liver cancer tumorous tissue	tumor	GSE112790	added_external_validation_tumor_heavy	mixed
GSM3083684	0.863324902911784	-0.7584114880835541	1.6217363909953382	LC158T	GSM3083684	Public on Jan 03 2019	Apr 06 2018	Jan 03 2019	RNA	1	Human liver cancer #LC158, tumorous tissue	Homo sapiens	tissue: liver cancer tumorous tissue	Tissue samples were stored in RNAlater (Thermo Fisher Scientific) at -80°C immediately after dissected.	total RNA	Total RNA was extracted from tissue specimens by using RNeasy Protect Mini Kit (QIAGEN). Contaminating DNA was removed by digestion with RNase-Free DNase Set (QIAGEN). The RNA Integrity Number (RIN) of all the samples was confirmed to be greated than 7.0 by using 2100 Bioanalyzer (Agilent Technologies).	biotin	Amplified RNA was prepared by using 3' IVT Express Kit (Affymetrix).	9606	Hybridization and signal detection of HG-U133 Plus 2.0 arrays (Affymetrix) were performed following the manufacturer's instruction by using the Affymetrix Fluidics Station 450.	GeneChips were scanned with Affymetrix GeneChip Scanner 3000.	The microarray data of 152 tumorous and 91 adjacent liver tissues from HCC patients as well as 14 normal liver were normalized by robust multichip analysis (RMA) using affy package in R/Bioconductor.	GPL570	Kaoru,,Mogushi	mogushi-k@umin.ac.jp	+81-3-5803-5184	Department of Molecular Oncology	Tokyo Medical and Dental University	1-5-45 Yushima	Bunkyo-ku	Tokyo	113-8519	Japan	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3083nnn/GSM3083684/suppl/GSM3083684_LC158T.CEL.gz	54613	liver cancer tumorous tissue	tumor	GSE112790	added_external_validation_tumor_heavy	mixed
GSM3083685	-0.8582609575067968	-0.18621271042273557	-0.6720482470840612	LC159T	GSM3083685	Public on Jan 03 2019	Apr 06 2018	Jan 03 2019	RNA	1	Human liver cancer #LC159, tumorous tissue	Homo sapiens	tissue: liver cancer tumorous tissue	Tissue samples were stored in RNAlater (Thermo Fisher Scientific) at -80°C immediately after dissected.	total RNA	Total RNA was extracted from tissue specimens by using RNeasy Protect Mini Kit (QIAGEN). Contaminating DNA was removed by digestion with RNase-Free DNase Set (QIAGEN). The RNA Integrity Number (RIN) of all the samples was confirmed to be greated than 7.0 by using 2100 Bioanalyzer (Agilent Technologies).	biotin	Amplified RNA was prepared by using 3' IVT Express Kit (Affymetrix).	9606	Hybridization and signal detection of HG-U133 Plus 2.0 arrays (Affymetrix) were performed following the manufacturer's instruction by using the Affymetrix Fluidics Station 450.	GeneChips were scanned with Affymetrix GeneChip Scanner 3000.	The microarray data of 152 tumorous and 91 adjacent liver tissues from HCC patients as well as 14 normal liver were normalized by robust multichip analysis (RMA) using affy package in R/Bioconductor.	GPL570	Kaoru,,Mogushi	mogushi-k@umin.ac.jp	+81-3-5803-5184	Department of Molecular Oncology	Tokyo Medical and Dental University	1-5-45 Yushima	Bunkyo-ku	Tokyo	113-8519	Japan	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3083nnn/GSM3083685/suppl/GSM3083685_LC159T.CEL.gz	54613	liver cancer tumorous tissue	tumor	GSE112790	added_external_validation_tumor_heavy	mixed
GSM3083686	0.43408059814615213	-0.5802643063543048	1.014344904500457	LC160T	GSM3083686	Public on Jan 03 2019	Apr 06 2018	Jan 03 2019	RNA	1	Human liver cancer #LC160, tumorous tissue	Homo sapiens	tissue: liver cancer tumorous tissue	Tissue samples were stored in RNAlater (Thermo Fisher Scientific) at -80°C immediately after dissected.	total RNA	Total RNA was extracted from tissue specimens by using RNeasy Protect Mini Kit (QIAGEN). Contaminating DNA was removed by digestion with RNase-Free DNase Set (QIAGEN). The RNA Integrity Number (RIN) of all the samples was confirmed to be greated than 7.0 by using 2100 Bioanalyzer (Agilent Technologies).	biotin	Amplified RNA was prepared by using 3' IVT Express Kit (Affymetrix).	9606	Hybridization and signal detection of HG-U133 Plus 2.0 arrays (Affymetrix) were performed following the manufacturer's instruction by using the Affymetrix Fluidics Station 450.	GeneChips were scanned with Affymetrix GeneChip Scanner 3000.	The microarray data of 152 tumorous and 91 adjacent liver tissues from HCC patients as well as 14 normal liver were normalized by robust multichip analysis (RMA) using affy package in R/Bioconductor.	GPL570	Kaoru,,Mogushi	mogushi-k@umin.ac.jp	+81-3-5803-5184	Department of Molecular Oncology	Tokyo Medical and Dental University	1-5-45 Yushima	Bunkyo-ku	Tokyo	113-8519	Japan	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3083nnn/GSM3083686/suppl/GSM3083686_LC160T.CEL.gz	54613	liver cancer tumorous tissue	tumor	GSE112790	added_external_validation_tumor_heavy	mixed
GSM3083687	0.7372470719734802	-0.6043877627410031	1.3416348347144833	LC161T	GSM3083687	Public on Jan 03 2019	Apr 06 2018	Jan 03 2019	RNA	1	Human liver cancer #LC161, tumorous tissue	Homo sapiens	tissue: liver cancer tumorous tissue	Tissue samples were stored in RNAlater (Thermo Fisher Scientific) at -80°C immediately after dissected.	total RNA	Total RNA was extracted from tissue specimens by using RNeasy Protect Mini Kit (QIAGEN). Contaminating DNA was removed by digestion with RNase-Free DNase Set (QIAGEN). The RNA Integrity Number (RIN) of all the samples was confirmed to be greated than 7.0 by using 2100 Bioanalyzer (Agilent Technologies).	biotin	Amplified RNA was prepared by using 3' IVT Express Kit (Affymetrix).	9606	Hybridization and signal detection of HG-U133 Plus 2.0 arrays (Affymetrix) were performed following the manufacturer's instruction by using the Affymetrix Fluidics Station 450.	GeneChips were scanned with Affymetrix GeneChip Scanner 3000.	The microarray data of 152 tumorous and 91 adjacent liver tissues from HCC patients as well as 14 normal liver were normalized by robust multichip analysis (RMA) using affy package in R/Bioconductor.	GPL570	Kaoru,,Mogushi	mogushi-k@umin.ac.jp	+81-3-5803-5184	Department of Molecular Oncology	Tokyo Medical and Dental University	1-5-45 Yushima	Bunkyo-ku	Tokyo	113-8519	Japan	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3083nnn/GSM3083687/suppl/GSM3083687_LC161T.CEL.gz	54613	liver cancer tumorous tissue	tumor	GSE112790	added_external_validation_tumor_heavy	mixed
GSM3083688	0.07820244615854866	-0.071061669890575	0.14926411604912365	LC162T	GSM3083688	Public on Jan 03 2019	Apr 06 2018	Jan 03 2019	RNA	1	Human liver cancer #LC162, tumorous tissue	Homo sapiens	tissue: liver cancer tumorous tissue	Tissue samples were stored in RNAlater (Thermo Fisher Scientific) at -80°C immediately after dissected.	total RNA	Total RNA was extracted from tissue specimens by using RNeasy Protect Mini Kit (QIAGEN). Contaminating DNA was removed by digestion with RNase-Free DNase Set (QIAGEN). The RNA Integrity Number (RIN) of all the samples was confirmed to be greated than 7.0 by using 2100 Bioanalyzer (Agilent Technologies).	biotin	Amplified RNA was prepared by using 3' IVT Express Kit (Affymetrix).	9606	Hybridization and signal detection of HG-U133 Plus 2.0 arrays (Affymetrix) were performed following the manufacturer's instruction by using the Affymetrix Fluidics Station 450.	GeneChips were scanned with Affymetrix GeneChip Scanner 3000.	The microarray data of 152 tumorous and 91 adjacent liver tissues from HCC patients as well as 14 normal liver were normalized by robust multichip analysis (RMA) using affy package in R/Bioconductor.	GPL570	Kaoru,,Mogushi	mogushi-k@umin.ac.jp	+81-3-5803-5184	Department of Molecular Oncology	Tokyo Medical and Dental University	1-5-45 Yushima	Bunkyo-ku	Tokyo	113-8519	Japan	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3083nnn/GSM3083688/suppl/GSM3083688_LC162T.CEL.gz	54613	liver cancer tumorous tissue	tumor	GSE112790	added_external_validation_tumor_heavy	mixed
GSM3083689	0.5771391551886056	-0.3417591257295636	0.9188982809181692	LC163T	GSM3083689	Public on Jan 03 2019	Apr 06 2018	Jan 03 2019	RNA	1	Human liver cancer #LC163, tumorous tissue	Homo sapiens	tissue: liver cancer tumorous tissue	Tissue samples were stored in RNAlater (Thermo Fisher Scientific) at -80°C immediately after dissected.	total RNA	Total RNA was extracted from tissue specimens by using RNeasy Protect Mini Kit (QIAGEN). Contaminating DNA was removed by digestion with RNase-Free DNase Set (QIAGEN). The RNA Integrity Number (RIN) of all the samples was confirmed to be greated than 7.0 by using 2100 Bioanalyzer (Agilent Technologies).	biotin	Amplified RNA was prepared by using 3' IVT Express Kit (Affymetrix).	9606	Hybridization and signal detection of HG-U133 Plus 2.0 arrays (Affymetrix) were performed following the manufacturer's instruction by using the Affymetrix Fluidics Station 450.	GeneChips were scanned with Affymetrix GeneChip Scanner 3000.	The microarray data of 152 tumorous and 91 adjacent liver tissues from HCC patients as well as 14 normal liver were normalized by robust multichip analysis (RMA) using affy package in R/Bioconductor.	GPL570	Kaoru,,Mogushi	mogushi-k@umin.ac.jp	+81-3-5803-5184	Department of Molecular Oncology	Tokyo Medical and Dental University	1-5-45 Yushima	Bunkyo-ku	Tokyo	113-8519	Japan	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3083nnn/GSM3083689/suppl/GSM3083689_LC163T.CEL.gz	54613	liver cancer tumorous tissue	tumor	GSE112790	added_external_validation_tumor_heavy	mixed
GSM3083690	0.40746950728847375	-0.7026378383590846	1.1101073456475583	LC164T	GSM3083690	Public on Jan 03 2019	Apr 06 2018	Jan 03 2019	RNA	1	Human liver cancer #LC164, tumorous tissue	Homo sapiens	tissue: liver cancer tumorous tissue	Tissue samples were stored in RNAlater (Thermo Fisher Scientific) at -80°C immediately after dissected.	total RNA	Total RNA was extracted from tissue specimens by using RNeasy Protect Mini Kit (QIAGEN). Contaminating DNA was removed by digestion with RNase-Free DNase Set (QIAGEN). The RNA Integrity Number (RIN) of all the samples was confirmed to be greated than 7.0 by using 2100 Bioanalyzer (Agilent Technologies).	biotin	Amplified RNA was prepared by using 3' IVT Express Kit (Affymetrix).	9606	Hybridization and signal detection of HG-U133 Plus 2.0 arrays (Affymetrix) were performed following the manufacturer's instruction by using the Affymetrix Fluidics Station 450.	GeneChips were scanned with Affymetrix GeneChip Scanner 3000.	The microarray data of 152 tumorous and 91 adjacent liver tissues from HCC patients as well as 14 normal liver were normalized by robust multichip analysis (RMA) using affy package in R/Bioconductor.	GPL570	Kaoru,,Mogushi	mogushi-k@umin.ac.jp	+81-3-5803-5184	Department of Molecular Oncology	Tokyo Medical and Dental University	1-5-45 Yushima	Bunkyo-ku	Tokyo	113-8519	Japan	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3083nnn/GSM3083690/suppl/GSM3083690_LC164T.CEL.gz	54613	liver cancer tumorous tissue	tumor	GSE112790	added_external_validation_tumor_heavy	mixed
GSM3083691	-0.38213767386635117	0.02729240156293685	-0.409430075429288	LC165T	GSM3083691	Public on Jan 03 2019	Apr 06 2018	Jan 03 2019	RNA	1	Human liver cancer #LC165, tumorous tissue	Homo sapiens	tissue: liver cancer tumorous tissue	Tissue samples were stored in RNAlater (Thermo Fisher Scientific) at -80°C immediately after dissected.	total RNA	Total RNA was extracted from tissue specimens by using RNeasy Protect Mini Kit (QIAGEN). Contaminating DNA was removed by digestion with RNase-Free DNase Set (QIAGEN). The RNA Integrity Number (RIN) of all the samples was confirmed to be greated than 7.0 by using 2100 Bioanalyzer (Agilent Technologies).	biotin	Amplified RNA was prepared by using 3' IVT Express Kit (Affymetrix).	9606	Hybridization and signal detection of HG-U133 Plus 2.0 arrays (Affymetrix) were performed following the manufacturer's instruction by using the Affymetrix Fluidics Station 450.	GeneChips were scanned with Affymetrix GeneChip Scanner 3000.	The microarray data of 152 tumorous and 91 adjacent liver tissues from HCC patients as well as 14 normal liver were normalized by robust multichip analysis (RMA) using affy package in R/Bioconductor.	GPL570	Kaoru,,Mogushi	mogushi-k@umin.ac.jp	+81-3-5803-5184	Department of Molecular Oncology	Tokyo Medical and Dental University	1-5-45 Yushima	Bunkyo-ku	Tokyo	113-8519	Japan	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3083nnn/GSM3083691/suppl/GSM3083691_LC165T.CEL.gz	54613	liver cancer tumorous tissue	tumor	GSE112790	added_external_validation_tumor_heavy	mixed
