gene	beta_injury_index	AveExpr	t	p_value	FDR	B	logFC	P.Value	adj.P.Val
TCIRG1	0.2992146775242013	7.8381284375	8.254137827700514	1.449672249181192e-13	1.0874041529806368e-10	20.407037005828105	0.2992146775242013	1.449672249181192e-13	1.0874041529806368e-10
FPR3	0.5291154222664014	6.988119140625	8.244373329023231	1.529684588477425e-13	1.109174295104981e-10	20.35514317168245	0.5291154222664014	1.529684588477425e-13	1.109174295104981e-10
STX7	0.31034466749058043	7.005796015625	8.23775160941685	1.5864259799178647e-13	1.1132104626178489e-10	20.319962142611242	0.31034466749058043	1.5864259799178647e-13	1.1132104626178489e-10
PTPRE	0.44398367089013996	6.03358015625	8.22983685838715	1.6569968820955397e-13	1.1263954117570086e-10	20.27792231315316	0.44398367089013996	1.6569968820955397e-13	1.1263954117570086e-10
EMILIN2	0.43583677025798834	4.8761121875	8.224134937330152	1.7097619821537683e-13	1.1270440120542703e-10	20.247643581692994	0.43583677025798834	1.7097619821537683e-13	1.1270440120542703e-10
CD300LF	0.5053539071516211	5.3810746875	8.203332996572433	1.9168108124562864e-13	1.1797376482393016e-10	20.137233061342958	0.5053539071516211	1.9168108124562864e-13	1.1797376482393016e-10
IL32	0.7694748438854895	8.1167278125	8.200283340739567	1.9491897902371985e-13	1.1797376482393016e-10	20.121053467855166	0.7694748438854895	1.9491897902371985e-13	1.1797376482393016e-10
RGS1	0.6268249002475211	5.462876484375	8.199983737993085	1.9523999143389353e-13	1.1797376482393016e-10	20.119464058356048	0.6268249002475211	1.9523999143389353e-13	1.1797376482393016e-10
MICB	0.5437475723257015	5.8000540625	8.187475183171474	2.0912164541802183e-13	1.229465716967089e-10	20.053121144396425	0.5437475723257015	2.0912164541802183e-13	1.229465716967089e-10
LAIR1	0.4475123604643325	5.88708234375	8.176625409514989	2.2195375030176906e-13	1.2544335590240562e-10	19.995600967367878	0.4475123604643325	2.2195375030176906e-13	1.2544335590240562e-10
SLC7A6	0.4429713539160682	5.916896484375	8.174220829454363	2.2490189308112993e-13	1.2544335590240562e-10	19.98285620583093	0.4429713539160682	2.2490189308112993e-13	1.2544335590240562e-10
LAMP3	0.6896390250355143	4.721342890625	8.152437429799095	2.5344560374725947e-13	1.378300554578534e-10	19.86745200132089	0.6896390250355143	2.5344560374725947e-13	1.378300554578534e-10
CD83	0.3636637697820975	5.91016921875	8.119623405053709	3.033716593541951e-13	1.6095716355931234e-10	19.69378883001632	0.3636637697820975	3.033716593541951e-13	1.6095716355931234e-10
FGR	0.4171843635946088	6.3403721875	8.081327200787568	3.7410302832722973e-13	1.937586470286245e-10	19.49138821587177	0.4171843635946088	3.7410302832722973e-13	1.937586470286245e-10
STAT4	0.3115895502919532	5.952351484375	8.068343729401374	4.016228747279349e-13	2.0317447427806438e-10	19.42283718593611	0.3115895502919532	4.016228747279349e-13	2.0317447427806438e-10
CFL1	0.2501696138238472	11.6823734375	8.060067769265835	4.202042778911781e-13	2.0565348427204836e-10	19.379159428217626	0.2501696138238472	4.202042778911781e-13	2.0565348427204836e-10
HOXB2	0.25268045638578684	6.8311484375	8.05588201628346	4.2992480687771083e-13	2.0565348427204836e-10	19.357073844614472	0.25268045638578684	4.2992480687771083e-13	2.0565348427204836e-10
IFIT5	0.32147341150028624	7.378501171875	8.053782051063926	4.3488531588811775e-13	2.0565348427204836e-10	19.34599502578936	0.32147341150028624	4.3488531588811775e-13	2.0565348427204836e-10
FABP5	0.8748577044474087	6.58964390625	8.047028366168258	4.512273049277953e-13	2.0884143753392195e-10	19.31037075054146	0.8748577044474087	4.512273049277953e-13	2.0884143753392195e-10
CCND2	0.5895392096601301	6.0813390625	8.03920211653981	4.709285978560344e-13	2.1341895394088158e-10	19.269100865671412	0.5895392096601301	4.709285978560344e-13	2.1341895394088158e-10
NUSAP1	0.7014812966941849	6.246676875	8.034156099048772	4.840815825771246e-13	2.1490258501633042e-10	19.242498699716585	0.7014812966941849	4.840815825771246e-13	2.1490258501633042e-10
SLC6A6	0.5206415177517639	5.96959421875	8.000390123631943	5.819870314668034e-13	2.531992779099475e-10	19.064625946167187	0.5206415177517639	5.819870314668034e-13	2.531992779099475e-10
GRK3	0.48098249932732284	5.968917265625	7.9937750273083985	6.033547308791059e-13	2.573485384473174e-10	19.029807300072882	0.48098249932732284	6.033547308791059e-13	2.573485384473174e-10
CXCL9	1.1415836202373089	8.56107671875	7.989091242564244	6.189532177998293e-13	2.589247951307632e-10	19.005159806655794	1.1415836202373089	6.189532177998293e-13	2.589247951307632e-10
TC2N	0.4004185100725756	3.173805625	7.974338051975915	6.707501245450977e-13	2.7529863130621716e-10	18.927554884850608	0.4004185100725756	6.707501245450977e-13	2.7529863130621716e-10
SLC7A1	0.5913921821014675	5.657580625	7.95623449248474	7.402220417143914e-13	2.9384367595925713e-10	18.832390618157234	0.5913921821014675	7.402220417143914e-13	2.9384367595925713e-10
SH2D2A	0.23291859790012134	5.40609640625	7.955558393194733	7.4295049775935e-13	2.9384367595925713e-10	18.82883797308341	0.23291859790012134	7.4295049775935e-13	2.9384367595925713e-10
CCNA2	0.5546543239545505	4.83420546875	7.916136884810965	9.205593925832227e-13	3.521440755499596e-10	18.621866086963497	0.5546543239545505	9.205593925832227e-13	3.521440755499596e-10
ZNF738	0.48795635888247624	4.698166796875	7.914869923637926	9.269177792148035e-13	3.521440755499596e-10	18.61521993382413	0.48795635888247624	9.269177792148035e-13	3.521440755499596e-10
PCED1B	0.3642339031235573	5.604659140625	7.91250144961433	9.38921361738503e-13	3.521440755499596e-10	18.602796481760336	0.3642339031235573	9.38921361738503e-13	3.521440755499596e-10
LOC101928269	0.33710756916435186	6.046796640625	7.888726892388458	1.0682949434691604e-12	3.938749136488923e-10	18.47816003038028	0.33710756916435186	1.0682949434691604e-12	3.938749136488923e-10
PARVG	0.35287789025404204	6.427069609375	7.862973223846168	1.2284512790784692e-12	4.45375011229899e-10	18.343291269999163	0.35287789025404204	1.2284512790784692e-12	4.45375011229899e-10
SLAMF7	0.7458774224528649	5.800125234375	7.858699108086265	1.2572452112298294e-12	4.483418865554505e-10	18.32092275980682	0.7458774224528649	1.2572452112298294e-12	4.483418865554505e-10
GAS7	0.285789745472547	6.065762265625	7.849177243299368	1.3238224320640947e-12	4.6446950588210087e-10	18.271105173663972	0.285789745472547	1.3238224320640947e-12	4.6446950588210087e-10
OSBPL3	0.5126701544856455	4.598184453125	7.841277512475114	1.3817038977101854e-12	4.770826172522169e-10	18.229790140624203	0.5126701544856455	1.3817038977101854e-12	4.770826172522169e-10
ARHGAP18	0.3797638406809815	6.2658996875	7.837196591906904	1.4125814841977761e-12	4.801232035274098e-10	18.208452804338194	0.3797638406809815	1.4125814841977761e-12	4.801232035274098e-10
PLP2	0.45932228326617724	6.477752734375	7.8303980407728915	1.4655490649667703e-12	4.904629047726485e-10	18.17291465276211	0.45932228326617724	1.4655490649667703e-12	4.904629047726485e-10
RAP2B	0.38987735860385614	8.114145703125	7.825838040587925	1.5021754681816958e-12	4.905435611293614e-10	18.149084056317975	0.38987735860385614	1.5021754681816958e-12	4.905435611293614e-10
ENTPD1	0.3886085819712254	6.5052	7.824769168815537	1.510891306746987e-12	4.905435611293614e-10	18.143498816439397	0.3886085819712254	1.510891306746987e-12	4.905435611293614e-10
PLXNC1	0.7046613133858641	5.184707734375	7.813432574018635	1.6064777157146447e-12	5.139074963226568e-10	18.08427724785574	0.7046613133858641	1.6064777157146447e-12	5.139074963226568e-10
HLA-B	0.28417327299858264	12.6414203125	7.803549359706437	1.6946896250670078e-12	5.34269324841777e-10	18.032672300665595	0.28417327299858264	1.6946896250670078e-12	5.34269324841777e-10
MYO5A	0.4751138920803831	5.9812396875	7.7725929769059	2.0032828125824304e-12	6.215974519525933e-10	17.871181687227924	0.4751138920803831	2.0032828125824304e-12	6.215974519525933e-10
CRLF3	0.2993744550233962	7.792706796875	7.770245166681321	2.028842876322076e-12	6.215974519525933e-10	17.858942998496925	0.2993744550233962	2.028842876322076e-12	6.215974519525933e-10
STK17B	0.5794681130014404	6.55630859375	7.763674484398641	2.1021087027294394e-12	6.350995918121319e-10	17.82469818791566	0.5794681130014404	2.1021087027294394e-12	6.350995918121319e-10
CD27	0.5203034601138126	6.01832015625	7.755302596942912	2.199272000756528e-12	6.449659358660387e-10	17.781080712611736	0.5203034601138126	2.199272000756528e-12	6.449659358660387e-10
PAG1	0.4444764302182573	7.413458125	7.754682603845397	2.2066422466576694e-12	6.449659358660387e-10	17.777851213054536	0.4444764302182573	2.2066422466576694e-12	6.449659358660387e-10
BCAT1	0.6529090000928587	4.445564140625	7.753254383338901	2.223713749365738e-12	6.449659358660387e-10	17.770412061817215	0.6529090000928587	2.223713749365738e-12	6.449659358660387e-10
SLC25A24	0.45065578713361715	5.99109390625	7.747063633106925	2.299239046699363e-12	6.514922105737607e-10	17.7381719914014	0.45065578713361715	2.299239046699363e-12	6.514922105737607e-10
RAD51AP1	0.5717586723252317	4.58726890625	7.746510141759968	2.3061141090506864e-12	6.514922105737607e-10	17.7352899734335	0.5717586723252317	2.3061141090506864e-12	6.514922105737607e-10
MCUB	0.406617794830614	5.608000625	7.743200764604542	2.3476482518144265e-12	6.54722979765631e-10	17.718059636660566	0.406617794830614	2.3476482518144265e-12	6.54722979765631e-10
C15ORF48	0.8272207258073105	4.294585078125	7.737208394220891	2.4247519321795166e-12	6.676661870974813e-10	17.686866886083425	0.8272207258073105	2.4247519321795166e-12	6.676661870974813e-10
BTN2A2	0.261938433970306	6.220391015625	7.722748093696371	2.621310205173881e-12	7.059513771007892e-10	17.6116304400164	0.261938433970306	2.621310205173881e-12	7.059513771007892e-10
TRIM22	0.5268632813883014	9.167747421875	7.722225815670005	2.628697721930949e-12	7.059513771007892e-10	17.6089139836825	0.5268632813883014	2.628697721930949e-12	7.059513771007892e-10
CHST11	0.37863688155995173	6.203696484375	7.717628312759682	2.694625785601819e-12	7.148316428560532e-10	17.585004423468124	0.37863688155995173	2.694625785601819e-12	7.148316428560532e-10
HLA-C	0.2437663636959221	12.338471875	7.713698943225799	2.7522707073923705e-12	7.213270445530871e-10	17.564573559784648	0.2437663636959221	2.7522707073923705e-12	7.213270445530871e-10
TFEC	0.633345034230629	4.84951234375	7.708929247690979	2.8238888469906375e-12	7.312863581974684e-10	17.53977840172116	0.633345034230629	2.8238888469906375e-12	7.312863581974684e-10
SUSD1	0.3667730826521418	5.42181734375	7.686586621660339	3.1847541349280104e-12	7.971791004179289e-10	17.423704104609218	0.3667730826521418	3.1847541349280104e-12	7.971791004179289e-10
CCR5	0.4790083307374656	6.895063203125	7.683558100282017	3.2370646228543106e-12	7.971791004179289e-10	17.40797968851452	0.4790083307374656	3.2370646228543106e-12	7.971791004179289e-10
PLEKHO2	0.23087473232558622	7.3328628125	7.68280827548225	3.2501470985438933e-12	7.971791004179289e-10	17.40408686137923	0.23087473232558622	3.2501470985438933e-12	7.971791004179289e-10
RMI2	0.4177553300192896	5.099404765625	7.681959411352561	3.265020832662967e-12	7.971791004179289e-10	17.39968002250419	0.4177553300192896	3.265020832662967e-12	7.971791004179289e-10
GTPBP2	0.2105483495154002	6.25344765625	7.6808600898924295	3.2843834067702436e-12	7.971791004179289e-10	17.393973207567157	0.2105483495154002	3.2843834067702436e-12	7.971791004179289e-10
FHOD1	0.24358366308080853	5.9129534375	7.68007859627977	3.2982172131482374e-12	7.971791004179289e-10	17.389916485168882	0.24358366308080853	3.2982172131482374e-12	7.971791004179289e-10
CD74	0.4962026984170969	10.47980484375	7.666804963318357	3.5422058610506266e-12	8.467429021476295e-10	17.32103608415453	0.4962026984170969	3.5422058610506266e-12	8.467429021476295e-10
DTL	0.7552763068398867	4.7805959375	7.663154352279843	3.6123919538140757e-12	8.54134371427365e-10	17.302099678000552	0.7552763068398867	3.6123919538140757e-12	8.54134371427365e-10
PTPN6	0.25138466508499285	7.38608	7.65369137025583	3.8008109775914894e-12	8.890219483392222e-10	17.25302869372275	0.25138466508499285	3.8008109775914894e-12	8.890219483392222e-10
STK10	0.342967858238762	6.27874140625	7.649382795499514	3.8897971746312946e-12	8.98774347235052e-10	17.23069358961902	0.342967858238762	3.8897971746312946e-12	8.98774347235052e-10
CD69	0.582821337832169	3.84539171875	7.647698623476829	3.925139658315172e-12	8.98774347235052e-10	17.221964304356007	0.582821337832169	3.925139658315172e-12	8.98774347235052e-10
CSF2RB	0.5378818427082065	6.206329453125	7.639131119248127	4.109918703130242e-12	9.168285517175037e-10	17.177568688462596	0.5378818427082065	4.109918703130242e-12	9.168285517175037e-10
GPR176	0.31865825404243775	5.67650546875	7.638926096833121	4.114444571796673e-12	9.168285517175037e-10	17.176506514041865	0.31865825404243775	4.114444571796673e-12	9.168285517175037e-10
LOC100506098	0.41960429342763783	5.449120625	7.6382038349830905	4.130427898143491e-12	9.168285517175037e-10	17.17276472318547	0.41960429342763783	4.130427898143491e-12	9.168285517175037e-10
MARCH1	0.4064922844007126	6.082851640625	7.622567710429113	4.49194291836389e-12	9.87002366698684e-10	17.09179118338144	0.4064922844007126	4.49194291836389e-12	9.87002366698684e-10
SMCR8	0.16476412674849858	7.530179296875	7.607929735926492	4.858736568671342e-12	1.056920965783077e-9	17.016042104358192	0.16476412674849858	4.858736568671342e-12	1.056920965783077e-9
MIR155	0.7187984896659878	3.84718890625	7.593666882539527	5.244650023965117e-12	1.1295729898149822e-9	16.94228607107825	0.7187984896659878	5.244650023965117e-12	1.1295729898149822e-9
IL18BP	0.44748391912028623	6.53100078125	7.586149668533336	5.460117464775463e-12	1.15755798652479e-9	16.9034337681505	0.44748391912028623	5.460117464775463e-12	1.15755798652479e-9
SLC25A36	0.3084380156754656	6.6412775	7.58543637762278	5.481012853953632e-12	1.15755798652479e-9	16.89974790801759	0.3084380156754656	5.481012853953632e-12	1.15755798652479e-9
TNFSF13B	0.4883944438994656	7.952531484375	7.571249358478882	5.913473639764307e-12	1.2261396656584911e-9	16.826464771476537	0.4883944438994656	5.913473639764307e-12	1.2261396656584911e-9
SIRPG	0.45247974973118743	4.104813125	7.5710912621895865	5.9184785957864e-12	1.2261396656584911e-9	16.825648413050565	0.45247974973118743	5.9184785957864e-12	1.2261396656584911e-9
IGK	0.739456568904093	11.7019209375	7.568209245317128	6.0104558598827366e-12	1.233447606792728e-9	16.810767723025723	0.739456568904093	6.0104558598827366e-12	1.233447606792728e-9
ZNF710	0.14956099963874586	6.051394453125	7.564053330329163	6.145588249166877e-12	1.2413566984386564e-9	16.789313265607333	0.14956099963874586	6.145588249166877e-12	1.2413566984386564e-9
TRIM69	0.48402248024087596	7.22639953125	7.562185221339347	6.2073079309646586e-12	1.2413566984386564e-9	16.779670796953788	0.48402248024087596	6.2073079309646586e-12	1.2413566984386564e-9
IPCEF1	0.29814991890125747	5.25284828125	7.56179751416145	6.220194002198021e-12	1.2413566984386564e-9	16.777669711856706	0.29814991890125747	6.220194002198021e-12	1.2413566984386564e-9
NOD2	0.3700836259004999	4.613736953125	7.55306954537334	6.517402059018365e-12	1.2888458817256954e-9	16.732631979783783	0.3700836259004999	6.517402059018365e-12	1.2888458817256954e-9
C12ORF4	0.2773344633097154	5.94031296875	7.547935999048527	6.698740589792094e-12	1.312772108556283e-9	16.706151193160274	0.2773344633097154	6.698740589792094e-12	1.312772108556283e-9
BIRC3	0.31824526850716234	5.591961484375	7.545032300379504	6.8035163641248045e-12	1.3137178092986632e-9	16.69117581515069	0.31824526850716234	6.8035163641248045e-12	1.3137178092986632e-9
TOX	0.6270050102063297	3.758343203125	7.544460179580298	6.824351236645471e-12	1.3137178092986632e-9	16.688225446745605	0.6270050102063297	6.824351236645471e-12	1.3137178092986632e-9
KLF6	0.35082643911536743	8.602318203125	7.530494518750164	7.353015153286597e-12	1.3955196088473417e-9	16.616232197522102	0.35082643911536743	7.353015153286597e-12	1.3955196088473417e-9
TRAFD1	0.19722023725852034	6.687936953125	7.529869732823992	7.377591827216674e-12	1.3955196088473417e-9	16.613012594325458	0.19722023725852034	7.377591827216674e-12	1.3955196088473417e-9
MYLIP	0.27622501370657176	6.7057528125	7.523250147695626	7.643033627850176e-12	1.4332664698846974e-9	16.578907236343582	0.27622501370657176	7.643033627850176e-12	1.4332664698846974e-9
CELF2	0.4875109333136546	7.480318125	7.519150402485257	7.812154455457655e-12	1.4524597937570118e-9	16.55779028528894	0.4875109333136546	7.812154455457655e-12	1.4524597937570118e-9
H2AFY	0.2302921374664463	9.131815078125	7.51693666136324	7.905011084103384e-12	1.4572686958686519e-9	16.546389576682007	0.2302921374664463	7.905011084103384e-12	1.4572686958686519e-9
GPRC5B	0.5492491268202498	5.571738984375	7.514906034918644	7.991148181051326e-12	1.4607684569950378e-9	16.5359330275207	0.5492491268202498	7.991148181051326e-12	1.4607684569950378e-9
TCF19	0.4081513293691866	4.608915859375	7.505904739216338	8.384309643070454e-12	1.5172222375995592e-9	16.489594540807364	0.4081513293691866	8.384309643070454e-12	1.5172222375995592e-9
TRAF5	0.5301358628323354	4.989016484375	7.504675339270336	8.439474589690923e-12	1.5172222375995592e-9	16.483267260179655	0.5301358628323354	8.439474589690923e-12	1.5172222375995592e-9
IFI30	0.43543166880313033	10.02885515625	7.500268842398378	8.640171450219268e-12	1.54057089800508e-9	16.460591855702525	0.43543166880313033	8.640171450219268e-12	1.54057089800508e-9
ATP2A3	0.33600751610078233	6.14488390625	7.497900249040417	8.749997405374267e-12	1.5474690533260686e-9	16.448405409803854	0.33600751610078233	8.749997405374267e-12	1.5474690533260686e-9
STX6	0.3144510602569181	6.59458359375	7.490759035294379	9.089559456938981e-12	1.5887173891527808e-9	16.411672690540396	0.3144510602569181	9.089559456938981e-12	1.5887173891527808e-9
FILIP1L	0.5007155934935182	5.612203359375	7.489940593513147	9.129300493913373e-12	1.5887173891527808e-9	16.407463676344328	0.5007155934935182	9.129300493913373e-12	1.5887173891527808e-9
MLKL	0.2792698531616057	6.308939140625	7.475830900162441	9.842128647651832e-12	1.699173210098177e-9	16.33492931849173	0.2792698531616057	9.842128647651832e-12	1.699173210098177e-9
DOCK8	0.5364204488659531	6.230589609375	7.469237633905402	1.0193864935453388e-11	1.7460405034717917e-9	16.301053071502796	0.5364204488659531	1.0193864935453388e-11	1.7460405034717917e-9
PARP12	0.32150775548270444	7.51138015625	7.4636932536787315	1.0499263960155021e-11	1.7843006947285326e-9	16.272574943761267	0.32150775548270444	1.0499263960155021e-11	1.7843006947285326e-9
NUAK2	0.3798337156021146	6.4329796875	7.459518104973923	1.0735209084254315e-11	1.8102558388355359e-9	16.2511351297862	0.3798337156021146	1.0735209084254315e-11	1.8102558388355359e-9
CD200	0.4401043974878487	4.24879515625	7.451513730965131	1.1202334846124849e-11	1.874495306982722e-9	16.210044855003304	0.4401043974878487	1.1202334846124849e-11	1.874495306982722e-9
PIK3R5	0.29513088889725303	5.62801546875	7.442476703560055	1.1753959334033704e-11	1.9434257533040336e-9	16.163674070773624	0.29513088889725303	1.1753959334033704e-11	1.9434257533040336e-9
IKZF3	0.35331028642867995	5.871450078125	7.441853811316113	1.179295726732554e-11	1.9434257533040336e-9	16.160478693262235	0.35331028642867995	1.179295726732554e-11	1.9434257533040336e-9
SLC36A1	0.2869570612052747	6.460027265625	7.43637100465312	1.2141800166726133e-11	1.9858690152390496e-9	16.132356915809883	0.2869570612052747	1.2141800166726133e-11	1.9858690152390496e-9
TRIM6-TRIM34	0.30010869511728117	5.927550234375	7.431962264238514	1.2429703995455791e-11	2.0177862015906703e-9	16.10974997838318	0.30010869511728117	1.2429703995455791e-11	2.0177862015906703e-9
PLBD1	0.4060134054219247	6.66546953125	7.429599341526199	1.2586782718100039e-11	2.028150255309853e-9	16.097635646224088	0.4060134054219247	1.2586782718100039e-11	2.028150255309853e-9
CRTAM	0.5247095201493022	3.33793640625	7.427078284687098	1.2756542051797546e-11	2.040390141564353e-9	16.084712245444305	0.5247095201493022	1.2756542051797546e-11	2.040390141564353e-9
SSH2	0.26063555066714744	6.15281734375	7.4156243272590485	1.3556816526003478e-11	2.152465412968362e-9	16.026018780760463	0.26063555066714744	1.3556816526003478e-11	2.152465412968362e-9
HLA-DOA	0.50129323867519	6.254788984375	7.41356646630577	1.3705777265364733e-11	2.152465412968362e-9	16.015477457099163	0.50129323867519	1.3705777265364733e-11	2.152465412968362e-9
TMEM173	0.302938783844764	5.9039465625	7.412903808549031	1.3754088741902374e-11	2.152465412968362e-9	16.01208325948242	0.302938783844764	1.3754088741902374e-11	2.152465412968362e-9
NCKAP1L	0.43039326616536877	6.41397765625	7.40771798810292	1.4138034943896976e-11	2.1967476723899354e-9	15.985525099198924	0.43039326616536877	1.4138034943896976e-11	2.1967476723899354e-9
STK39	0.45917383481257645	4.652993046875	7.398115559511115	1.4877213218538282e-11	2.295205809523853e-9	15.93636746419606	0.45917383481257645	1.4877213218538282e-11	2.295205809523853e-9
SNX20	0.48182747893215094	5.261126328125	7.388339435471969	1.5669074981127963e-11	2.3730216854436117e-9	15.88634648083113	0.48182747893215094	1.5669074981127963e-11	2.3730216854436117e-9
EPB41L2	0.38186653786130387	7.4959363281249995	7.388228083491699	1.5678330727712616e-11	2.3730216854436117e-9	15.885776882562805	0.38186653786130387	1.5678330727712616e-11	2.3730216854436117e-9
CMTM7	0.3200476369510958	6.84612859375	7.3878610990182825	1.5708873383160027e-11	2.3730216854436117e-9	15.883899672629418	0.3200476369510958	1.5708873383160027e-11	2.3730216854436117e-9
C16ORF54	0.6104444163072174	3.408238984375	7.375138231435262	1.6804972370899874e-11	2.521093544718517e-9	15.81884212728028	0.6104444163072174	1.6804972370899874e-11	2.521093544718517e-9
LPCAT1	0.30933044284724676	6.47237328125	7.3726573854773125	1.7027363313186346e-11	2.5369605078886474e-9	15.80616166931146	0.30933044284724676	1.7027363313186346e-11	2.5369605078886474e-9
CD84	0.4669633805238094	7.4011853125	7.365303231418979	1.7703881941429263e-11	2.6160166394094044e-9	15.768582025271435	0.4669633805238094	1.7703881941429263e-11	2.6160166394094044e-9
SLFN11	0.40406747740450516	5.26671609375	7.364297076699723	1.7798485847128755e-11	2.6160166394094044e-9	15.76344174709352	0.40406747740450516	1.7798485847128755e-11	2.6160166394094044e-9
TARP	0.522640160796399	6.5402418749999995	7.3560328543256155	1.8594712831865356e-11	2.714703276721927e-9	15.721231797373537	0.522640160796399	1.8594712831865356e-11	2.714703276721927e-9
NAV1	0.24872379353231724	5.23614265625	7.350498598631764	1.9147534078207825e-11	2.776775392021699e-9	15.692975877613556	0.24872379353231724	1.9147534078207825e-11	2.776775392021699e-9
SIDT1	0.3360078094592269	3.94992015625	7.34739490123509	1.9464655437062036e-11	2.8040705279629833e-9	15.67713323745517	0.3360078094592269	1.9464655437062036e-11	2.8040705279629833e-9
TLR8	0.5839591436470295	6.182044609375	7.343910468163265	1.9826878324013527e-11	2.8374610801464884e-9	15.659350347027722	0.5839591436470295	1.9826878324013527e-11	2.8374610801464884e-9
PIGS	0.14473810303991927	6.66115046875	7.34076263641116	2.0159843940517977e-11	2.866255459072468e-9	15.643288216713621	0.14473810303991927	2.0159843940517977e-11	2.866255459072468e-9
KNTC1	0.3060716133434026	4.666453125	7.336068539193011	2.0666677626373875e-11	2.9192353143279925e-9	15.619341243004985	0.3060716133434026	2.0666677626373875e-11	2.9192353143279925e-9
BICD1	0.1962660956940541	5.32017921875	7.330705115844035	2.1261237344538764e-11	2.9838431997145272e-9	15.591987230692713	0.1962660956940541	2.1261237344538764e-11	2.9838431997145272e-9
COL1A1	0.823201734595925	9.045869921875	7.326215294607496	2.177195336193965e-11	3.035931419758161e-9	15.569094869084346	0.823201734595925	2.177195336193965e-11	3.035931419758161e-9
FLI1	0.3880402374249119	5.88175140625	7.323941302726057	2.203523424726107e-11	3.053072933634841e-9	15.557502566204235	0.3880402374249119	2.203523424726107e-11	3.053072933634841e-9
ZNF512	0.22036167383090063	7.5012503125	7.321820102989245	2.228366546553052e-11	3.067953005516996e-9	15.546690471414834	0.22036167383090063	2.228366546553052e-11	3.067953005516996e-9
EPSTI1	0.5333616991202074	7.69780453125	7.3185463642335105	2.2672532741940334e-11	3.09013675975314e-9	15.530006180599067	0.5333616991202074	2.2672532741940334e-11	3.09013675975314e-9
TAP1	0.43150649352696796	7.445317734375	7.318076400779965	2.2728905510067683e-11	3.09013675975314e-9	15.527611304841294	0.43150649352696796	2.2728905510067683e-11	3.09013675975314e-9
MAPRE1	0.2837751910244995	8.42234609375	7.316200152423116	2.2955350335171508e-11	3.094320369870389e-9	15.518050793768047	0.2837751910244995	2.2955350335171508e-11	3.094320369870389e-9
SFXN3	0.3185655879480131	5.950917109375	7.314509710114228	2.3161282105272864e-11	3.094320369870389e-9	15.509437914307249	0.3185655879480131	2.3161282105272864e-11	3.094320369870389e-9
CD96	0.34794132024343477	4.175423828125	7.314304369533252	2.3186421196564766e-11	3.094320369870389e-9	15.508391749618944	0.34794132024343477	2.3186421196564766e-11	3.094320369870389e-9
CBLB	0.2712847793393364	6.8913353125	7.301795155869006	2.4769924889406677e-11	3.2662814762940447e-9	15.444682508086245	0.2712847793393364	2.4769924889406677e-11	3.2662814762940447e-9
TNFAIP3	0.3197656425980116	7.2581028125	7.301754288119483	2.4775269782950276e-11	3.2662814762940447e-9	15.444474441669623	0.3197656425980116	2.4775269782950276e-11	3.2662814762940447e-9
ZBTB33	0.3582195570602139	9.08238859375	7.294755224031938	2.570768883397715e-11	3.3561168932919983e-9	15.408847690945908	0.3582195570602139	2.570768883397715e-11	3.3561168932919983e-9
SLC26A2	0.38396903378175046	6.645477890625	7.29433141157627	2.576525174365668e-11	3.3561168932919983e-9	15.406690839588027	0.38396903378175046	2.576525174365668e-11	3.3561168932919983e-9
DRAM1	0.36082984104040394	7.04290265625	7.281306628384253	2.7597886293235845e-11	3.5734334555759484e-9	15.340430455599051	0.36082984104040394	2.7597886293235845e-11	3.5734334555759484e-9
IL1B	0.3241155543922312	5.67006484375	7.270540169906635	2.9209725955089093e-11	3.759758394680787e-9	15.285695237230943	0.3241155543922312	2.9209725955089093e-11	3.759758394680787e-9
CXCR4	0.4257808585897712	5.800962734375	7.259598168472764	3.094329072695959e-11	3.959467077550305e-9	15.230101568069188	0.4257808585897712	3.094329072695959e-11	3.959467077550305e-9
FMNL2	0.4021640171114544	7.375457734375	7.254716178593989	3.174924420611756e-11	4.038838065588744e-9	15.205308444510987	0.4021640171114544	3.174924420611756e-11	4.038838065588744e-9
MPEG1	0.33151265001481883	8.5929640625	7.2512193391326845	3.2339264004574125e-11	4.089976801694773e-9	15.187554005390815	0.33151265001481883	3.2339264004574125e-11	4.089976801694773e-9
ALPK1	0.18050091463440462	6.193685390625	7.248211692660873	3.2855414694721046e-11	4.131236045400387e-9	15.1722861555875	0.18050091463440462	3.2855414694721046e-11	4.131236045400387e-9
LPAR5	0.34583002455363243	5.036814375	7.234776770283823	3.5262369701910727e-11	4.408404184630253e-9	15.104117765952818	0.34583002455363243	3.5262369701910727e-11	4.408404184630253e-9
FAR2	0.28317154085819146	4.185503515625	7.227262557572976	3.668384963202901e-11	4.559907320260155e-9	15.066013680040555	0.28317154085819146	3.668384963202901e-11	4.559907320260155e-9
FCGR1B	0.7922435921806142	5.208608203125	7.2239471972496085	3.732891521675944e-11	4.613726663125955e-9	15.049206918662232	0.7922435921806142	3.732891521675944e-11	4.613726663125955e-9
CXCL8	0.9302875202361242	4.8761899218749996	7.2174556741588285	3.8624642674078835e-11	4.746903119148231e-9	15.016308306754375	0.9302875202361242	3.8624642674078835e-11	4.746903119148231e-9
PTPN22	0.49330766805310267	4.73640296875	7.216212072640201	3.887790159286887e-11	4.751185355897059e-9	15.010007218378576	0.49330766805310267	3.887790159286887e-11	4.751185355897059e-9
