sample_id	ProlifHubScore	HepLossScore	HCCStateScore	title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	data_processing	platform_id	contact_name	contact_email	contact_laboratory	contact_department	contact_institute	contact_address	contact_city	contact_zip/postal_code	contact_country	supplementary_file	data_row_count	disease state:ch1	tissue:ch1	tissue	accession	role	etiology
GSM1398707	0.9702888198358788	-0.8946756157465309	1.8649644355824098	RNA from HCC_33T	GSM1398707	Public on Dec 10 2014	May 24 2014	Dec 10 2014	RNA	1	HCC_33T	Homo sapiens	tissue: liver tissue	disease state: hepatocellular carcinoma tumor	total RNA	RNA was extracted with Trizol reagent. Quality control was performed with Agilent Bioanalyser.	biotin	Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays	9606	Standard Illumina hybridization protocol	Standard Illumina scanning protocol	tumor	The data were normalised using quantile normalisation with Partek Software	GPL10558	Lee,Guat Lay,Caroline	caroline_lee@nuhs.edu.sg	Liver Cancer Functional Genomics Lab	Department of Biochemistry, National University of Singapore	National Cancer Centre Singapore	11 Hospital Drive	Singapore	169610	Singapore	NONE	47323	hepatocellular carcinoma tumor	liver tissue	tumor	GSE57957	added_external_validation	mixed
GSM1398708	-0.5671707771187244	0.5814734743634546	-1.148644251482179	RNA from HCC_34N	GSM1398708	Public on Dec 10 2014	May 24 2014	Dec 10 2014	RNA	1	HCC_34N	Homo sapiens	tissue: liver tissue	disease state: adjacent non-tumorous	total RNA	RNA was extracted with Trizol reagent. Quality control was performed with Agilent Bioanalyser.	biotin	Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays	9606	Standard Illumina hybridization protocol	Standard Illumina scanning protocol	adjacent non-tumorous	The data were normalised using quantile normalisation with Partek Software	GPL10558	Lee,Guat Lay,Caroline	caroline_lee@nuhs.edu.sg	Liver Cancer Functional Genomics Lab	Department of Biochemistry, National University of Singapore	National Cancer Centre Singapore	11 Hospital Drive	Singapore	169610	Singapore	NONE	47323	adjacent non-tumorous	liver tissue	non_tumor	GSE57957	added_external_validation	mixed
GSM1398709	-0.5289089300418988	0.8063781725422081	-1.3352871025841069	RNA from HCC_35N	GSM1398709	Public on Dec 10 2014	May 24 2014	Dec 10 2014	RNA	1	HCC_35N	Homo sapiens	tissue: liver tissue	disease state: adjacent non-tumorous	total RNA	RNA was extracted with Trizol reagent. Quality control was performed with Agilent Bioanalyser.	biotin	Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays	9606	Standard Illumina hybridization protocol	Standard Illumina scanning protocol	adjacent non-tumorous	The data were normalised using quantile normalisation with Partek Software	GPL10558	Lee,Guat Lay,Caroline	caroline_lee@nuhs.edu.sg	Liver Cancer Functional Genomics Lab	Department of Biochemistry, National University of Singapore	National Cancer Centre Singapore	11 Hospital Drive	Singapore	169610	Singapore	NONE	47323	adjacent non-tumorous	liver tissue	non_tumor	GSE57957	added_external_validation	mixed
GSM1398710	0.600367875077385	-0.797727220395446	1.398095095472831	RNA from HCC_35T	GSM1398710	Public on Dec 10 2014	May 24 2014	Dec 10 2014	RNA	1	HCC_35T	Homo sapiens	tissue: liver tissue	disease state: hepatocellular carcinoma tumor	total RNA	RNA was extracted with Trizol reagent. Quality control was performed with Agilent Bioanalyser.	biotin	Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays	9606	Standard Illumina hybridization protocol	Standard Illumina scanning protocol	tumor	The data were normalised using quantile normalisation with Partek Software	GPL10558	Lee,Guat Lay,Caroline	caroline_lee@nuhs.edu.sg	Liver Cancer Functional Genomics Lab	Department of Biochemistry, National University of Singapore	National Cancer Centre Singapore	11 Hospital Drive	Singapore	169610	Singapore	NONE	47323	hepatocellular carcinoma tumor	liver tissue	tumor	GSE57957	added_external_validation	mixed
GSM1398711	-0.5196889943227656	2.582960866615504	-3.1026498609382696	RNA from HCC_36N	GSM1398711	Public on Dec 10 2014	May 24 2014	Dec 10 2014	RNA	1	HCC_36N	Homo sapiens	tissue: liver tissue	disease state: adjacent non-tumorous	total RNA	RNA was extracted with Trizol reagent. Quality control was performed with Agilent Bioanalyser.	biotin	Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays	9606	Standard Illumina hybridization protocol	Standard Illumina scanning protocol	adjacent non-tumorous	The data were normalised using quantile normalisation with Partek Software	GPL10558	Lee,Guat Lay,Caroline	caroline_lee@nuhs.edu.sg	Liver Cancer Functional Genomics Lab	Department of Biochemistry, National University of Singapore	National Cancer Centre Singapore	11 Hospital Drive	Singapore	169610	Singapore	NONE	47323	adjacent non-tumorous	liver tissue	non_tumor	GSE57957	added_external_validation	mixed
GSM1398712	-0.25146148569493054	-0.41463942112749363	0.1631779354325631	RNA from HCC_36T	GSM1398712	Public on Dec 10 2014	May 24 2014	Dec 10 2014	RNA	1	HCC_36T	Homo sapiens	tissue: liver tissue	disease state: hepatocellular carcinoma tumor	total RNA	RNA was extracted with Trizol reagent. Quality control was performed with Agilent Bioanalyser.	biotin	Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays	9606	Standard Illumina hybridization protocol	Standard Illumina scanning protocol	tumor	The data were normalised using quantile normalisation with Partek Software	GPL10558	Lee,Guat Lay,Caroline	caroline_lee@nuhs.edu.sg	Liver Cancer Functional Genomics Lab	Department of Biochemistry, National University of Singapore	National Cancer Centre Singapore	11 Hospital Drive	Singapore	169610	Singapore	NONE	47323	hepatocellular carcinoma tumor	liver tissue	tumor	GSE57957	added_external_validation	mixed
GSM1398713	-0.6046504222679396	0.5499253602810743	-1.154575782549014	RNA from HCC_37N	GSM1398713	Public on Dec 10 2014	May 24 2014	Dec 10 2014	RNA	1	HCC_37N	Homo sapiens	tissue: liver tissue	disease state: adjacent non-tumorous	total RNA	RNA was extracted with Trizol reagent. Quality control was performed with Agilent Bioanalyser.	biotin	Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays	9606	Standard Illumina hybridization protocol	Standard Illumina scanning protocol	adjacent non-tumorous	The data were normalised using quantile normalisation with Partek Software	GPL10558	Lee,Guat Lay,Caroline	caroline_lee@nuhs.edu.sg	Liver Cancer Functional Genomics Lab	Department of Biochemistry, National University of Singapore	National Cancer Centre Singapore	11 Hospital Drive	Singapore	169610	Singapore	NONE	47323	adjacent non-tumorous	liver tissue	non_tumor	GSE57957	added_external_validation	mixed
GSM1398714	0.4662194692080024	-0.8651196745580805	1.3313391437660829	RNA from HCC_37T	GSM1398714	Public on Dec 10 2014	May 24 2014	Dec 10 2014	RNA	1	HCC_37T	Homo sapiens	tissue: liver tissue	disease state: hepatocellular carcinoma tumor	total RNA	RNA was extracted with Trizol reagent. Quality control was performed with Agilent Bioanalyser.	biotin	Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays	9606	Standard Illumina hybridization protocol	Standard Illumina scanning protocol	tumor	The data were normalised using quantile normalisation with Partek Software	GPL10558	Lee,Guat Lay,Caroline	caroline_lee@nuhs.edu.sg	Liver Cancer Functional Genomics Lab	Department of Biochemistry, National University of Singapore	National Cancer Centre Singapore	11 Hospital Drive	Singapore	169610	Singapore	NONE	47323	hepatocellular carcinoma tumor	liver tissue	tumor	GSE57957	added_external_validation	mixed
GSM1398715	-0.5880732020774423	0.6805278490172085	-1.2686010510946508	RNA from HCC_38N	GSM1398715	Public on Dec 10 2014	May 24 2014	Dec 10 2014	RNA	1	HCC_38N	Homo sapiens	tissue: liver tissue	disease state: adjacent non-tumorous	total RNA	RNA was extracted with Trizol reagent. Quality control was performed with Agilent Bioanalyser.	biotin	Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays	9606	Standard Illumina hybridization protocol	Standard Illumina scanning protocol	adjacent non-tumorous	The data were normalised using quantile normalisation with Partek Software	GPL10558	Lee,Guat Lay,Caroline	caroline_lee@nuhs.edu.sg	Liver Cancer Functional Genomics Lab	Department of Biochemistry, National University of Singapore	National Cancer Centre Singapore	11 Hospital Drive	Singapore	169610	Singapore	NONE	47323	adjacent non-tumorous	liver tissue	non_tumor	GSE57957	added_external_validation	mixed
GSM1398716	1.5947143119817286	-0.9934488666692769	2.5881631786510058	RNA from HCC_38T	GSM1398716	Public on Dec 10 2014	May 24 2014	Dec 10 2014	RNA	1	HCC_38T	Homo sapiens	tissue: liver tissue	disease state: hepatocellular carcinoma tumor	total RNA	RNA was extracted with Trizol reagent. Quality control was performed with Agilent Bioanalyser.	biotin	Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays	9606	Standard Illumina hybridization protocol	Standard Illumina scanning protocol	tumor	The data were normalised using quantile normalisation with Partek Software	GPL10558	Lee,Guat Lay,Caroline	caroline_lee@nuhs.edu.sg	Liver Cancer Functional Genomics Lab	Department of Biochemistry, National University of Singapore	National Cancer Centre Singapore	11 Hospital Drive	Singapore	169610	Singapore	NONE	47323	hepatocellular carcinoma tumor	liver tissue	tumor	GSE57957	added_external_validation	mixed
GSM1398717	-0.7214448186425544	0.5522903895355666	-1.273735208178121	RNA from HCC_39N	GSM1398717	Public on Dec 10 2014	May 24 2014	Dec 10 2014	RNA	1	HCC_39N	Homo sapiens	tissue: liver tissue	disease state: adjacent non-tumorous	total RNA	RNA was extracted with Trizol reagent. Quality control was performed with Agilent Bioanalyser.	biotin	Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays	9606	Standard Illumina hybridization protocol	Standard Illumina scanning protocol	adjacent non-tumorous	The data were normalised using quantile normalisation with Partek Software	GPL10558	Lee,Guat Lay,Caroline	caroline_lee@nuhs.edu.sg	Liver Cancer Functional Genomics Lab	Department of Biochemistry, National University of Singapore	National Cancer Centre Singapore	11 Hospital Drive	Singapore	169610	Singapore	NONE	47323	adjacent non-tumorous	liver tissue	non_tumor	GSE57957	added_external_validation	mixed
GSM1398718	0.8388041070241602	-0.9392518704030608	1.778055977427221	RNA from HCC_39T	GSM1398718	Public on Dec 10 2014	May 24 2014	Dec 10 2014	RNA	1	HCC_39T	Homo sapiens	tissue: liver tissue	disease state: hepatocellular carcinoma tumor	total RNA	RNA was extracted with Trizol reagent. Quality control was performed with Agilent Bioanalyser.	biotin	Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays	9606	Standard Illumina hybridization protocol	Standard Illumina scanning protocol	tumor	The data were normalised using quantile normalisation with Partek Software	GPL10558	Lee,Guat Lay,Caroline	caroline_lee@nuhs.edu.sg	Liver Cancer Functional Genomics Lab	Department of Biochemistry, National University of Singapore	National Cancer Centre Singapore	11 Hospital Drive	Singapore	169610	Singapore	NONE	47323	hepatocellular carcinoma tumor	liver tissue	tumor	GSE57957	added_external_validation	mixed
GSM1398719	-0.5126945790371158	0.5953210607261722	-1.108015639763288	RNA from HCC_40N	GSM1398719	Public on Dec 10 2014	May 24 2014	Dec 10 2014	RNA	1	HCC_40N	Homo sapiens	tissue: liver tissue	disease state: adjacent non-tumorous	total RNA	RNA was extracted with Trizol reagent. Quality control was performed with Agilent Bioanalyser.	biotin	Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays	9606	Standard Illumina hybridization protocol	Standard Illumina scanning protocol	adjacent non-tumorous	The data were normalised using quantile normalisation with Partek Software	GPL10558	Lee,Guat Lay,Caroline	caroline_lee@nuhs.edu.sg	Liver Cancer Functional Genomics Lab	Department of Biochemistry, National University of Singapore	National Cancer Centre Singapore	11 Hospital Drive	Singapore	169610	Singapore	NONE	47323	adjacent non-tumorous	liver tissue	non_tumor	GSE57957	added_external_validation	mixed
GSM1398720	0.4957402918200504	-0.7832662876607153	1.2790065794807657	RNA from HCC_40T	GSM1398720	Public on Dec 10 2014	May 24 2014	Dec 10 2014	RNA	1	HCC_40T	Homo sapiens	tissue: liver tissue	disease state: hepatocellular carcinoma tumor	total RNA	RNA was extracted with Trizol reagent. Quality control was performed with Agilent Bioanalyser.	biotin	Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays	9606	Standard Illumina hybridization protocol	Standard Illumina scanning protocol	tumor	The data were normalised using quantile normalisation with Partek Software	GPL10558	Lee,Guat Lay,Caroline	caroline_lee@nuhs.edu.sg	Liver Cancer Functional Genomics Lab	Department of Biochemistry, National University of Singapore	National Cancer Centre Singapore	11 Hospital Drive	Singapore	169610	Singapore	NONE	47323	hepatocellular carcinoma tumor	liver tissue	tumor	GSE57957	added_external_validation	mixed
GSM1398721	-0.37447325161375883	0.3843618259815263	-0.7588350775952851	RNA from HCC_41N	GSM1398721	Public on Dec 10 2014	May 24 2014	Dec 10 2014	RNA	1	HCC_41N	Homo sapiens	tissue: liver tissue	disease state: adjacent non-tumorous	total RNA	RNA was extracted with Trizol reagent. Quality control was performed with Agilent Bioanalyser.	biotin	Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays	9606	Standard Illumina hybridization protocol	Standard Illumina scanning protocol	adjacent non-tumorous	The data were normalised using quantile normalisation with Partek Software	GPL10558	Lee,Guat Lay,Caroline	caroline_lee@nuhs.edu.sg	Liver Cancer Functional Genomics Lab	Department of Biochemistry, National University of Singapore	National Cancer Centre Singapore	11 Hospital Drive	Singapore	169610	Singapore	NONE	47323	adjacent non-tumorous	liver tissue	non_tumor	GSE57957	added_external_validation	mixed
GSM1398722	2.3874913007969685	-0.9480434519664704	3.335534752763439	RNA from HCC_41T	GSM1398722	Public on Dec 10 2014	May 24 2014	Dec 10 2014	RNA	1	HCC_41T	Homo sapiens	tissue: liver tissue	disease state: hepatocellular carcinoma tumor	total RNA	RNA was extracted with Trizol reagent. Quality control was performed with Agilent Bioanalyser.	biotin	Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays	9606	Standard Illumina hybridization protocol	Standard Illumina scanning protocol	tumor	The data were normalised using quantile normalisation with Partek Software	GPL10558	Lee,Guat Lay,Caroline	caroline_lee@nuhs.edu.sg	Liver Cancer Functional Genomics Lab	Department of Biochemistry, National University of Singapore	National Cancer Centre Singapore	11 Hospital Drive	Singapore	169610	Singapore	NONE	47323	hepatocellular carcinoma tumor	liver tissue	tumor	GSE57957	added_external_validation	mixed
